tag_h,tag_p,tag_formatting,tag_table,word_count,children_ratio,id_relevance_extent,tag_main,tag_article,x,y,height,width,element_area_ratio,label
0,0,6,NO,88,0.014925373,0,NO,NO,0,0,119.6000061,1266.400024,0.016578875,1
1,0,7,NO,112,0.01216545,0,NO,NO,0,0,0,0,0,0
22,120,90,NO,2759,0.000204513,1,NO,NO,0,0,0,1266.400024,0,2
1,1,0,NO,16,0.052631579,0,NO,NO,0,0,0,0,0,0
0,8,24,NO,138,0.004189944,0,NO,NO,0,6955,258.6000061,1266.400024,0.035846965,4
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,131,0.001733102,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,21,0.000512295,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,6,0.007075472,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.003731343,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,1266.400024,0,0
0,0,0,NO,1,0.011792453,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.01509434,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.003115265,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,41,0.002309469,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,15,0.002915452,0,NO,NO,0,0,0,0,0,0
0,0,87,NO,445,0.002935421,0,NO,NO,0,0,72,1266.400024,0.102974827,1
0,0,3,NO,24,0.12195122,0,NO,NO,0,-290,302,450,0.153478349,1
0,0,0,NO,2987,7.79302E-05,0,NO,NO,0,0,0,0,0,0
18,35,35,NO,6851,0.000220592,2,NO,NO,0,72,7043.299805,1266.400024,10.07336911,2
5,0,34,NO,1341,0.002444614,0,NO,NO,0,7115,435.3999939,1266.400024,0.622711651,4
0,0,0,NO,1178,0.000217439,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.003115265,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.002364066,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.002941176,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,313,0.001261034,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,206,0.00129199,0,NO,NO,0,0,0,0,0,0
4,5,2,NO,153,0.006920415,0,NO,NO,0,7551,0,1266.400024,0,0
0,0,0,NO,2,0.024390244,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.024390244,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,2,0.034482759,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,7551,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,19,0.000831255,0,NO,NO,0,0,0,1266.400024,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,7,0.002985075,0,NO,NO,0,0,0,0,0,0
1,0,4,NO,10,0.02739726,0,NO,NO,0,0,0,1266.400024,0,1
0,1,96,YES,165,0.005402161,0,NO,NO,0,0,225.9833374,1266.400024,0.041504561,1
15,10,55,NO,1111,0.000304553,1,NO,YES,0,226,4117,1266.400024,0.756136626,2
6,6,24,NO,77,0.005134788,0,NO,NO,0,4343,1101.800049,1266.400024,0.202358847,4
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.002364066,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.058823529,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,3,0.007462687,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,111,16.80000305,0,0,0
21,4,169,NO,1922,0.000165311,0,NO,YES,0,125,0,1266.400024,0,2
0,0,1,NO,3,0.083333333,0,NO,NO,1236,669,30,30,0.000309474,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,2296.399902,1266.400024,1,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,12,NO,85,0.009345794,0,NO,NO,0,0,56,1266.400024,0.080091532,1
15,14,11,NO,507,0.001714678,1,NO,NO,0,0,2316.116699,1266.400024,3.312523825,2
0,9,23,NO,109,0.015873016,0,NO,NO,0,2316,576.5,1266.400024,0.824513716,4
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,2316,0,1266.400024,0,0
0,0,0,NO,3,0.003367003,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,14,0.001390821,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,0.002136752,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,4,0.047619048,0,NO,NO,0,0,9.600006104,9.600006104,8.66192E-06,0
0,0,0,NO,3,0.09375,0,NO,NO,0,0,36,1266.400024,0.004284941,1
0,0,0,NO,68,0.013513514,0,NO,NO,0,36,92.44999695,1266.400024,0.011003965,1
0,0,0,NO,6,0.130434783,0,NO,NO,0,0,0,0,0,1
0,0,46,NO,178,0.005268704,0,NO,NO,0,128,71.40000916,1266.400024,0.008498467,0
24,56,63,NO,2507,0.0001953,1,YES,YES,0,200,7753.899902,1266.400024,0.922916691,2
2,2,9,NO,123,0.014028056,0,NO,NO,0,7954,447.7666626,1266.400024,0.053295933,4
0,0,0,NO,18,0.007142857,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,82,0.000591017,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,0,0,0,0,0
0,0,0,NO,1,1,0,NO,NO,0,8382,20,100,0.000187976,0
